rule key,start line,end line,severity,message,type
java:S107,591,591,MAJOR,Method has 8 parameters, which is greater than 7 authorized.,CODE_SMELL
java:S106,600,600,MAJOR,Replace this use of System.out or System.err by a logger.,CODE_SMELL
