rule key,start line,end line,severity,message,type
java:S2093,89,89,CRITICAL,Change this "try" to a try-with-resources. (sonar.java.source not set. Assuming 7 or greater.),CODE_SMELL
java:S1858,234,234,MINOR,"securePassword" is already a string, there's no need to call "toString()" on it.,CODE_SMELL
